,momentum_15d,momentum_3m,momentum_6m,momentum_1y,predicted_return_pct,current_price,predicted_price,mape,score
FOXA,-0.01909227935019253,-0.20572280987252523,-0.026105753242434804,0.06220529561117272,-6.45,58.57,54.79,2.66,0.4196397963038803
TROW,-0.03301573232882793,-0.16502439491055143,-0.15319685650528725,-0.0735590701624047,1.84,87.28,88.89,4.49,0.41940020814500817
CSX,-0.009280160521695224,0.07424530867555035,0.17175912192227916,0.32328308207705114,-12.51,39.5,34.56,4.72,0.4193864698238982
IFF,-0.038701792504073684,0.059413349296617346,0.17591362126245813,-0.08646276938959818,5.17,70.79,74.45,5.59,0.41919488505011804
NUE,-0.019288978574396376,-0.0008465352521475067,0.22845885064307425,0.2986482238289816,-6.69,165.24,154.19,5.24,0.41894446356305054
YUM,-0.024524524524524582,0.011023213590973358,0.038635758060218794,-0.015656565656566257,-3.64,155.92,150.25,1.76,0.4187240975006582
PNC,-0.025855365474339087,-0.05980580702659666,-0.009585927463188093,0.1357660924750672,-2.96,200.44,194.51,5.95,0.4184834477164783
VMC,-0.03040565144563423,-0.09147672990309852,-0.09493541808293615,0.12411871490690984,-0.25,266.27,265.6,4.59,0.4184066357601104
EG,-0.040456711318888505,-0.04861090476897911,-0.07129390608231678,-0.12454202438891071,5.81,320.19,338.79,3.3,0.41838019654296893
WTW,-0.03523484371374608,-0.12957923382876346,-0.1373699653240874,-0.13996986082794194,2.56,291.06,298.5,3.81,0.4181970254268816
ISRG,-0.04679138924063542,-0.18892287372701655,0.06713158797301877,-0.08097197881180596,9.3,466.71,510.12,3.49,0.4177254525230018
APTV,-0.024531422271223513,-0.0754963427377221,-0.16315913927642456,0.07732115677321083,-4.17,70.78,67.83,3.89,0.41768908846351105
NRG,-0.05322601583798492,-0.09047826900293054,-0.10377880184331767,0.5004629153379301,12.83,145.86,164.57,5.01,0.41703118729705946
EXC,-0.019472616632860373,0.11356830223450753,0.10617848970251642,0.09988623435722133,-7.57,48.34,44.68,2.81,0.4170243538202983
ALLE,-0.030929209438741667,-0.09668199328942473,-0.15785205352487885,0.11658986175115249,-0.72,145.38,144.33,2.29,0.41688294820755745
RVTY,-0.045035149384886064,-0.10176671143713256,0.04835403352224654,-0.18914381645215628,7.79,86.94,93.71,5.14,0.41685596795790714
LNT,-0.017642117054046502,0.07376798285889241,0.07706478354313662,0.11773140035048457,-9.01,70.16,63.84,2.23,0.41637744937073695
TJX,-0.01049456419279804,0.0018451358401729845,0.11460324201882988,0.31732619426085673,-13.44,157.46,136.29,3.62,0.41616260092024654
EQR,-0.050782497604599075,-0.05184239910671529,-0.06614296936370834,-0.16913614760972906,10.88,59.44,65.91,4.11,0.4161138591944822
PM,-0.04395474899835006,-0.006003430531732135,-0.00946218179598235,0.051587815942968795,6.18,162.26,172.29,4.58,0.41500141139675006
WYNN,-0.02376725838264304,-0.20706504325536723,-0.20978686038157623,0.15305765870704668,-6.02,98.99,93.03,2.9,0.4149992381566773
NVDA,-0.03139417126139343,-0.08712020785831753,-0.030412255012390865,0.5162938171569491,-1.42,172.16,169.72,4.79,0.4149822182995787
DHR,-0.040399385560675904,-0.18950828179734514,0.03501408295134345,-0.10803864642330363,3.51,187.41,193.99,3.48,0.4139908161066741
TMUS,-0.049402823018458,0.05699481865284994,-0.11636317759367454,-0.1978928080622986,8.88,210.12,228.77,5.5,0.41385404229616846
ROST,0.011914330291711739,0.17721797480886603,0.43384471092650645,0.679984301412871,-28.19,214.03,153.7,2.62,0.41382047011556383
FE,-0.015760441292356542,0.11517857142857135,0.13082842915346404,0.30070294194220026,-11.57,49.96,44.18,3.23,0.41362034282284793
VZ,-0.011365863217715155,0.25559980089596857,0.16566543438077597,0.14373158014055698,-14.23,50.45,43.27,1.74,0.41361172361166654
BBY,-0.05022556390977406,-0.09122302158273365,-0.14844276661722966,-0.15471092077087856,8.96,63.16,68.82,3.51,0.413045739420093
SNA,-0.027451085932663877,0.024088191118542435,0.07425904456137156,0.06999674296035274,-4.82,361.37,343.95,2.14,0.4130111351780751
DUK,-0.023654776299878777,0.10239781551326899,0.05754747871643695,0.1045656634746912,-7.14,129.19,119.96,2.17,0.41296081647530325
XYL,-0.03024882094649528,-0.139227715626127,-0.1555618494654113,-0.03174474303807617,-3.4,119.26,115.2,2.77,0.4124867934636496
PPL,-0.026500389711613503,0.07302405498281872,0.03766269731376415,0.0845151953690293,-5.68,37.47,35.34,2.38,0.4124579203827439
CCL,-0.01941747572815511,-0.19174135723431518,-0.17022674991784548,0.20987062769525444,-10.1,25.25,22.7,6.85,0.4121867651660605
GM,0.0007988283850348665,-0.09171097148380847,0.24247933884297534,0.4779787652379077,-22.5,75.17,58.26,3.59,0.41183080660132787
COF,-0.03746535919846494,-0.2734915526950924,-0.18753936122357073,0.00428158362989306,0.55,180.61,181.6,7.52,0.41169081759929194
PANW,-0.053265231667274704,-0.1665328408543445,-0.22675804529201493,-0.15787765698523426,10.09,155.7,171.41,4.32,0.4116762225509111
BMY,-0.014285714285714568,0.08641523251556205,0.369173973234886,0.003551496702182355,-13.63,59.34,51.25,3.19,0.4113555621381423
VST,-0.038976626658244085,-0.05959077702911553,-0.24452500372448738,0.2280432676783979,1.26,152.13,154.05,6.18,0.41129704251643656
IEX,-0.0370558633660345,0.052093746528933504,0.19182132746146618,0.02433221585378953,0.03,189.44,189.49,3.22,0.4111627218186398
NXPI,-0.024075452965996225,-0.1250556297285269,-0.13223870056497256,-0.04335555447423456,-7.88,196.6,181.1,5.2,0.4110344337751182
TMO,-0.02270546850016031,-0.1538288483170389,0.06566702264455149,-0.04691733426895173,-9.03,488.96,444.83,4.76,0.41041023877749644
ACGL,-0.036365509426187326,-0.029265255292652004,0.0456069751844399,-0.023692725185261887,-0.86,93.54,92.74,3.6,0.41024655527772086
AEE,-0.02631815323812048,0.08769817379088929,0.0773206122043324,0.09749924066011828,-7.0,108.4,100.81,2.39,0.41011364929141
GWW,-0.04314078609697847,0.03517676054279972,0.1205618415918841,0.07830781251585628,2.86,1062.64,1093.02,3.83,0.4095215833762451
KO,-0.030661296609068578,0.06540054262459005,0.1323417817574739,0.06692406692406516,-4.69,74.61,71.11,2.72,0.4095043280177461
KR,-0.032136105860113284,0.14031180400890975,0.09619207829943455,0.08704883227176485,-4.02,71.68,68.8,2.68,0.40907573590926516
ETR,-0.017125908916953203,0.10903594947641215,0.13929244759898052,0.222539569201472,-13.28,102.73,89.09,2.53,0.40870826468099475
FTV,-0.04133823787002966,-0.013340544438435908,0.1495484141986989,-0.03372175141242917,0.91,54.73,55.23,2.01,0.4078537713169725
ABT,-0.04635882460302965,-0.16266025641025683,-0.21481704110000732,-0.17384773499881467,3.89,104.5,108.57,3.71,0.40774945904142484
HIG,-0.031668346048654095,-0.03748748032622662,0.02436424546977256,0.0981960656272951,-4.99,134.54,127.83,3.78,0.40774393484675703
TGT,-0.029799950195069425,0.21471627520266012,0.34375718555989754,0.10232952937847517,-6.2,116.88,109.63,4.38,0.4075870515681003
BAC,-0.03192584963954681,-0.16250890947968655,-0.09196290571870147,0.09941520467836207,-5.36,47.0,44.48,7.05,0.40672551974366156
GRMN,-0.02916580844490213,0.15337933734644982,-0.002497248793701834,0.08809270972805794,-7.1,235.67,218.93,4.51,0.406585692524493
MO,-0.028610149073934443,0.09617672047578574,-0.008606116489932814,0.11938226618081038,-7.67,64.51,59.56,3.78,0.40613185283678216
UHS,-0.0380813651024865,-0.18362841626561865,-0.06256337456905248,0.0034733528709438577,-2.17,184.9,180.88,2.55,0.4056992665723077
LVS,-0.021869158878504158,-0.20903869407496978,-0.01226878067195114,0.30206519034585844,-12.33,52.33,45.88,2.46,0.4049953277415345
FRT,-0.035038673003448206,0.012614903187952109,0.046593895290074405,0.062378167641324644,-4.38,103.55,99.01,2.4,0.40497970680197987
MDT,-0.034832451499117845,-0.09815634977855558,-0.07009345794392619,-0.006242197253434112,-4.52,87.56,83.6,4.14,0.40494989735087
IQV,-0.029972439136426332,-0.2507207167250629,-0.042453097545767315,-0.058410433619440094,-7.74,168.94,155.87,3.73,0.40440117390887165
GD,-0.02060204363435525,0.02871729419272495,0.09514251304696919,0.31772749228996955,-13.44,354.64,306.99,2.46,0.40432819199730524
KIM,-0.044731182795698765,0.08765915768854105,0.03736571695469548,0.050118203309694964,0.95,22.21,22.42,2.49,0.40395862374733926
IRM,-0.045658183204651204,0.23058013765978358,-0.005364593681700391,0.15093688929762172,1.5,100.12,101.62,5.77,0.40393892415339244
AON,-0.040014122631517046,-0.08481992595085874,-0.07013594003818768,-0.17495638101499478,-1.98,326.28,319.82,2.99,0.4038044303887552
CNP,-0.02871582816448426,0.10796645702306074,0.10593774522626154,0.1919932337186352,-8.87,42.28,38.53,2.47,0.40368298698848504
FDX,-0.023286369227329073,0.1826490200724371,0.47921253175275114,0.43533809875934426,-12.71,349.39,304.98,3.11,0.40259968624733644
BALL,-0.045359833306619746,0.1405591727307538,0.23057851239669347,0.16237314597970243,0.32,59.56,59.75,3.93,0.4020018704891565
MAS,-0.05459408432976676,-0.07297130515273076,-0.14620630861040063,-0.1443827424177705,5.48,60.09,63.38,4.81,0.4011879492063385
F,-0.050371593724194974,-0.13468773513920196,-0.006908462867011966,0.11976630963972856,2.87,11.5,11.83,5.04,0.4010747206972864
TPR,-0.01793784328721415,0.08470281062816865,0.3122445187662568,0.9183756620942509,-16.86,141.25,117.44,6.14,0.40082096578611776
D,-0.03674374406081693,0.03400204012240704,0.020983716635891048,0.1325884543761664,-5.52,60.82,57.46,3.09,0.40077443886710706
AMP,-0.057340338486714826,-0.12656864114278832,-0.10864298075944356,-0.13181691984293842,6.81,437.79,467.59,4.86,0.4005494993833628
AJG,-0.07046832440031625,-0.1885714285714285,-0.30111646957785554,-0.37070965439295667,14.68,211.58,242.64,5.7,0.4004274933045332
PLD,-0.03509295900843712,0.0008519206939279211,0.1440332861189817,0.16433912965131903,-6.7,129.23,120.57,4.24,0.40042089281729315
ZBH,-0.05358095848009414,-0.013023152270704275,-0.08360892930963237,-0.19719330013580794,4.39,88.67,92.56,3.84,0.4002621804853424
AEP,-0.022632338421811782,0.11777990098149727,0.19467137021908498,0.24026599845797647,-14.59,128.69,109.92,3.18,0.3997227576245918
PCG,-0.0435982339955856,0.0989220038046914,0.20430854760250172,0.006972690296338291,-1.96,17.33,16.99,4.17,0.3996467021549266
UPS,-0.04773082942097029,-0.0323029519928445,0.18055050321328903,-0.12264576011534667,0.48,97.36,97.83,4.68,0.39953579149981955
SYY,-0.029626146249706053,0.11150013466199837,0.019515810276678813,0.13503850385038207,-10.54,82.54,73.84,2.52,0.39938132804433724
PNW,-0.037167449139280495,0.11584674676944018,0.14638406894142442,0.05951996555806671,-6.08,98.44,92.45,2.63,0.39919327994865506
J,-0.05342505854800894,-0.049250220523375576,-0.11301604718145641,0.05644041493097829,3.41,129.34,133.75,3.48,0.39854586013768356
EVRG,-0.035195195195194984,0.10208562019758527,0.09427792915531263,0.19452706722189217,-8.48,80.32,73.51,2.62,0.3968522449011071
BDX,-0.05914429530201348,-0.1992962415217503,-0.12922189562420328,-0.31066426658471247,5.88,157.01,166.24,3.9,0.3966353482950614
JBHT,-0.03312502936616046,0.03709303497631322,0.556816462399758,0.36034904475441487,-9.99,205.78,185.23,6.49,0.39635032263093173
MMM,-0.05873109408760546,-0.1031255848774092,-0.059654631083201015,-0.056073539067630684,5.47,143.76,151.63,5.11,0.3963247279742743
SPGI,-0.05497596739539745,-0.18844632123563954,-0.11841887759318925,-0.15868039122890099,3.1,426.65,439.87,3.33,0.3961293095045647
NVR,-0.06277082251971022,-0.1210098322776958,-0.1757574832825356,-0.11305161646954265,7.73,6482.28,6983.42,4.62,0.3959737816320503
GNRC,-0.03045037080693469,0.403155874617954,0.20349935987319512,0.4730990224610112,-11.82,197.41,174.08,6.91,0.3959361397811783
CBOE,-0.02986316875853101,0.1387705654773541,0.19583059750492415,0.34131185270426,-12.31,291.4,255.54,2.98,0.3956742407644818
INTU,-0.1021541148584022,-0.3593038265798183,-0.37580768730395053,-0.2974929637041003,31.34,431.81,567.12,3.99,0.3956085424860104
ROK,-0.041043967944552784,-0.109558047161748,0.04434485198726179,0.319426336375489,-5.61,354.2,334.34,5.54,0.3955651085807461
PH,-0.02436821140158052,0.011235574807946014,0.20724809437875313,0.40601032043540064,-15.78,896.43,754.94,5.74,0.39538454460633576
MLM,-0.05201752514727309,-0.09653759539597107,-0.04545454545454575,0.1986430690706893,0.91,577.71,582.97,5.28,0.3953498574208101
PKG,-0.046278389925792696,0.02163125692537471,-0.0036647246758131358,0.06391731888420726,-2.75,212.06,206.23,4.72,0.39497791281654093
UBER,-0.06010928961748607,-0.12938271604938278,-0.27649533189699427,-0.04779908182554904,5.57,70.52,74.45,3.33,0.39490481955342205
AZO,-0.06337938727276726,-0.019696860234941105,-0.17753694342413118,-0.07718150929948364,7.41,3392.29,3643.7,6.83,0.3946412047029014
RJF,-0.053897344666271274,-0.13468723635048807,-0.16347218176521994,-0.005884796455278507,1.59,143.59,145.88,5.16,0.3944664324605621
VTR,-0.030328062308236592,0.03306512446567722,0.20678513731825565,0.20838235294117635,-13.86,82.17,70.78,3.61,0.392126623152413
AMCR,-0.07886216466235019,-0.03559322033898393,-0.0005018820577171734,-0.17020833333333418,15.39,39.83,45.96,6.27,0.3919752124928501
LYV,-0.03884494179690057,0.031970722275928454,-0.07644296131504202,0.179278781661798,-8.89,149.45,136.17,6.19,0.3917844953507747
AVB,-0.0805497662366923,-0.10710573819812896,-0.14650980392156754,-0.23581460674157206,16.2,163.23,189.67,4.45,0.3915687363487828
TFC,-0.04118154376886596,-0.12131989725350623,-0.02627545434639711,0.06133651551312669,-7.85,44.47,40.98,6.8,0.39106378288137655
NFLX,-0.05928095334275896,-0.0034235583609710796,-0.2289545567419916,-0.04028436018957249,2.78,93.15,95.74,3.15,0.3904687534568072
BKNG,-0.07705320492232426,-0.22912620645685233,-0.24610433482595284,-0.12017338385819021,13.22,4195.55,4750.16,3.64,0.3898886334180139
PCAR,-0.042975893599334736,0.03329743313588307,0.20656046950325013,0.15673666231287076,-7.42,115.13,106.59,3.56,0.389796028421654
HON,-0.04348751116973759,0.14449366121887786,0.14888071143820625,0.11952786493351075,-7.25,224.79,208.5,4.47,0.3895263911456402
SNPS,-0.08116273746852809,-0.15425778451944516,-0.17291962832478258,-0.10666043572111927,15.43,401.44,463.38,4.87,0.3893590760191907
PODD,-0.07834510766106839,-0.2438220186033595,-0.3253127709649446,-0.17645057645057483,13.57,217.87,247.44,5.95,0.38905416372804624
CRL,-0.05400596877869579,-0.18814953455154382,0.13394331315355013,0.04276586322515352,-1.37,164.83,162.57,7.1,0.38860392659072424
IR,-0.05851680185399766,-0.0027003805081624588,0.010446461882850588,0.0004925501785506547,1.12,81.25,82.16,4.66,0.3881470343397571
KEY,-0.04490413723511599,-0.10199240986717262,0.008524240809802075,0.15779816513761413,-7.13,18.93,17.58,7.0,0.388100238258813
AVY,-0.06456833528656736,-0.07688071373499283,0.05780638646977265,-0.058684786881562756,4.75,167.62,175.59,3.99,0.38809507716982866
SYF,-0.040090090090090236,-0.2565414583091059,-0.13852580514755508,0.1608861449064829,-10.17,63.93,57.43,7.79,0.38784646575704096
CDNS,-0.05430490397920995,-0.11689621481925139,-0.2002968205947836,0.06487287652491003,-1.63,280.2,275.62,2.68,0.3877501380033803
JNJ,-0.00916819469911656,0.1452793834296724,0.3391157420444959,0.4723804805548697,-29.07,237.76,168.64,4.26,0.38743076086266814
PAYC,-0.10852994555353923,-0.23062464757847223,-0.4272922302024065,-0.4467720863179703,30.89,122.8,160.73,8.2,0.38727143504753675
IP,-0.08493914807302227,-0.08214649033570687,-0.20225464190981524,-0.34949531362653175,16.57,36.09,42.07,10.08,0.38714631502161023
REG,-0.05412633723891991,0.06832566168009313,0.04664599774520872,0.022157996146435988,-2.3,74.27,72.56,2.84,0.38666101602455893
IDXX,-0.05897199036653378,-0.16798658207540262,-0.07302448773988102,0.37000480307396844,0.6,570.47,573.89,4.05,0.38660651719463235
AMGN,-0.0444474539544959,0.05714371329258028,0.3016640224329421,0.15513571919714475,-8.21,352.79,323.83,5.52,0.3865423311782119
PG,-0.0743629745189811,-0.014805590148056713,-0.06371227562627468,-0.14356167679076237,9.63,142.4,156.12,5.25,0.3860824911413119
CMI,-0.016511233968094507,0.019548059666931072,0.27812855311222306,0.6122673176686004,-25.4,528.34,394.16,4.95,0.3859441399314351
MS,-0.02811797050737319,-0.14113749309773593,-0.01991178323881504,0.27408256880733806,-18.42,155.54,126.89,7.7,0.3858788267076067
ITW,-0.05424980987216199,0.03606284218043321,0.013191076624636366,0.021913519859127595,-2.8,261.15,253.84,3.18,0.38554764278286785
CTSH,-0.08324520320290074,-0.2886283704572098,-0.0884782935256121,-0.21924858466289243,14.63,60.68,69.56,4.62,0.3853707200960924
INTC,0.0025386568197554027,0.20834492350486822,0.28141592920354097,0.8587933247753559,-37.27,43.44,27.25,9.49,0.38524941140181335
MCD,-0.05677096064531906,-0.012949640287769681,0.02306621594750413,-0.013422818791945956,-1.47,308.7,304.17,3.26,0.385172756740469
RSG,-0.05961413396921755,0.017545505723399746,-0.04225725261624136,-0.08581303211666502,0.24,216.9,217.42,2.33,0.3851571198884588
MAA,-0.08031674208144779,-0.11089238845144411,-0.11917659804983805,-0.25748904042864107,12.7,121.95,137.44,5.23,0.38505994275009603
HSIC,-0.050845270357465555,-0.035156762429490285,0.12255799755799623,0.05705662546708812,-5.51,73.55,69.5,3.52,0.3842829499488673
ADP,-0.09643726488161053,-0.20859014614102445,-0.29248683116162977,-0.3240182769353026,21.99,204.16,249.05,5.81,0.3841855099002083
GS,-0.03193344961760369,-0.12659021877888765,0.0004033630393402987,0.384691883592716,-17.19,793.65,657.22,8.8,0.3837947069017273
PEP,-0.05612052730696793,0.047439916405434435,0.0760752880555362,0.012866284944426987,-2.9,150.36,146.0,4.29,0.38316354004530384
ACN,-0.09672078370050119,-0.2727811308179361,-0.1546507123488131,-0.3682246598256501,21.6,196.4,238.82,3.4,0.38309788251613414
HBAN,-0.06334563345633448,-0.1405191873589161,-0.11863425925925908,0.0006570302233905867,1.38,15.23,15.44,6.24,0.3829969433686705
CPRT,-0.1249668347041657,-0.15544174135723443,-0.26383928571428605,-0.40014550745725685,37.99,32.98,45.51,10.63,0.3817832188818454
WELL,-0.04223620808339079,0.04054487179487043,0.13573552562532898,0.30155018040892556,-12.03,194.79,171.35,4.62,0.38172971663711963
UDR,-0.08523796719548216,-0.06487080813633839,-0.070999453850354,-0.23118644067796557,13.87,34.02,38.74,5.67,0.3815648964082179
ADI,-0.007792948332119187,0.1277905804407311,0.26621119016817585,0.4898444560719213,-33.34,313.21,208.78,4.92,0.3807673867463639
MTB,-0.05626220761278655,-0.043226273846897145,-0.002467395135707706,0.08708774625473437,-4.09,198.1,189.99,5.67,0.38069189802672876
IBM,-0.06496825150998886,-0.2058533377178562,-0.14066113938013636,-0.034270404286799616,1.08,241.5,244.1,3.39,0.380515807628662
NKE,-0.08642192165817664,-0.13200934579439383,-0.24797570850202455,-0.20788912579957353,13.94,52.01,59.26,4.97,0.3803142881514162
ORCL,-0.06571447290834032,-0.2776455093460314,-0.5100498196186227,-0.033678932032257136,1.23,142.6,144.36,8.84,0.3799327307346016
CFG,-0.029000517866390463,-0.05778894472361695,0.0649375236652785,0.342161775232642,-21.08,56.25,44.39,8.51,0.3796914504006852
WFC,-0.058017928286852594,-0.20450005257070736,-0.10142517814726926,0.03135223555070854,-3.81,75.66,72.78,6.86,0.3791787314208127
CPT,-0.08246356370474817,-0.09923382257915658,-0.07760657907174484,-0.20134228187919423,10.87,97.58,108.19,4.64,0.3790004980500666
TTWO,-0.07604978149344466,-0.2250288856129723,-0.2053356211954075,-0.09668880323224915,6.97,194.51,208.07,5.07,0.3789534421627383
UNP,-0.05877705798704358,0.015080514611910623,0.030355444088904227,0.003030813268229071,-3.52,238.28,229.9,3.9,0.37885180601513346
LULU,-0.11075148590596129,-0.2830233440880622,-0.12043073341094257,-0.5522135956854143,27.77,151.11,193.07,5.39,0.3786249898333049
TXT,-0.06612529002320178,-0.021438833020223425,0.07711957182824558,0.18066666666666342,0.6,88.55,89.08,3.63,0.3782310291439437
PNR,-0.06896927435171063,-0.18958649468892286,-0.20996671597633165,-0.05076649633414887,2.27,85.45,87.39,3.17,0.3781369383622202
GPC,-0.08780149227832723,-0.16249800860283647,-0.22730947306533467,-0.11131772462175682,13.47,105.14,119.3,5.08,0.37778833257247696
MNST,-0.048344370860927466,-0.07002329795495743,0.11412622111955395,0.24544981799272048,-10.83,71.85,64.07,4.43,0.3769030647784919
LOW,-0.06315078292663523,-0.030117259823081,-0.07636548859807102,0.018184174153420107,-2.57,235.73,229.68,6.37,0.3755715298831882
PFG,-0.06244569939183331,-0.03724768595962935,0.060956126336486394,0.008292455033869217,-3.12,86.33,83.64,6.51,0.3753313966423731
AOS,-0.07806324110671936,-0.03913491246137957,-0.08388273250105249,-0.02942487739634292,6.29,65.31,69.42,5.59,0.3752783955902088
ECL,-0.06446925394293834,-0.004675716440422084,-0.011089465008241817,0.04725252926006562,-2.33,263.96,257.82,4.85,0.3744928155613738
TSCO,-0.08508088675853764,-0.11117578579743803,-0.18704525288376106,-0.14756233717900935,9.93,45.81,50.36,5.58,0.3741146356505945
IVZ,-0.026248941574936402,-0.1522300036859563,0.03000447828034103,0.46964856230031704,-25.74,23.0,17.08,13.02,0.3738838937415832
AME,-0.04735916287041686,0.01470093682440643,0.1474439072092142,0.19692848237560878,-13.03,211.21,183.68,5.88,0.3737938622686407
VICI,-0.08412162162162173,-0.027618364418938945,-0.15201751642164507,-0.14828777882500677,8.85,27.11,29.51,4.28,0.373145179848974
XEL,-0.055339805825242894,0.052603110209599624,0.008943616331819726,0.12926156970839942,-8.66,77.84,71.1,3.59,0.37291702515270675
VTRS,-0.05665722379603422,0.0891251022076851,0.4080338266384771,0.48993288590604034,-7.96,13.32,12.26,5.61,0.37273084393179734
TRMB,-0.06713426853707416,-0.18425334835398666,-0.18425334835398577,-0.052899287894201064,-1.72,65.17,64.05,4.66,0.3725544071428149
RF,-0.06370370370370348,-0.08736462093862851,-0.04747550866616346,0.1392519152771532,-4.11,25.28,24.24,6.92,0.3719402211016758
CHD,-0.07426923841718047,0.08977059925093656,0.08633765021584483,-0.12342308416494041,2.05,93.11,95.02,5.4,0.37150516652598503
DIS,-0.06617357001972368,-0.17098581684468517,-0.16107025781872908,-0.05884106947619405,-2.96,94.69,91.89,3.23,0.3712766121856448
SYK,-0.08556105610561038,-0.0647257383966251,-0.09649456521739153,-0.09316787126687576,8.62,332.49,361.15,4.63,0.3710141584282132
CAH,-0.046568289431342835,-0.0005782575173483018,0.393910881107602,0.5484545318799461,-14.95,207.4,176.4,3.79,0.3709996523857115
DHI,-0.0768498367791074,-0.07294085507444259,-0.17603496418598918,0.051677384365073964,3.2,135.74,140.08,5.25,0.3707119062641649
MCO,-0.08308926524894944,-0.1640286377708986,-0.08470159530518451,-0.07918069823948137,6.87,432.03,461.69,4.88,0.3705174553110422
FCX,-0.058237677245104646,0.07785935085007689,0.5867463026166091,0.34693384838242536,-8.33,55.79,51.14,10.15,0.37016344426764003
UNH,-0.06893054486955275,-0.18733211233211233,-0.22910091211814165,-0.4848789737437835,-1.97,266.23,260.98,5.34,0.36996682291198113
HAS,-0.03900784396862411,0.1102130786186637,0.21854838709677482,0.47750977835723685,-20.06,90.66,72.47,4.6,0.36995066784550856
HD,-0.08530752664112085,-0.05850007197351381,-0.19603215576369992,-0.09565289530446586,7.57,327.03,351.8,4.89,0.36927651563271563
GILD,-0.05030307252839106,0.08457988542329797,0.2296797474064043,0.2491752199413486,-13.72,136.31,117.61,5.15,0.3690100160387372
APH,-0.06706159337738316,-0.10966152062042467,0.005731128213524617,0.8222815605993139,-3.67,122.84,118.33,6.39,0.3688611618010822
FITB,-0.06754181664196479,-0.08535825545171327,-0.02652519893899219,0.09770687936191513,-3.38,44.04,42.55,7.07,0.3688607958338194
CLX,-0.10834425513324597,0.040371087776531756,-0.16748246043400172,-0.28531409762588456,20.73,102.05,123.21,7.43,0.36780274455661904
BEN,-0.07061068702290074,0.009117281392458043,0.04327335047129366,0.2279374684820994,-2.34,24.35,23.78,5.58,0.36728270207136826
TDY,-0.05891376772294055,0.16845912615195102,0.07900721316135573,0.1932764853819553,-9.46,607.33,549.89,5.13,0.36718234111626963
AVGO,-0.07633610900832677,-0.12818314327360003,-0.091439804610712,0.7032776816125927,1.03,305.04,308.17,7.15,0.36710879630121307
SBUX,-0.07880379874722154,0.08110030827602488,0.08819668218164511,-0.06797505877542842,2.48,91.18,93.44,4.99,0.36702901854200326
LW,-0.11227381730978869,-0.0425581942158475,-0.22776408116821456,-0.23973114264376283,22.13,40.72,49.73,9.96,0.3659144433690058
MHK,-0.08804327550830071,-0.10979606700655509,-0.2192590226764607,-0.16262738717136094,7.44,97.78,105.05,6.55,0.3658214568713857
TAP,-0.10058027079303666,-0.09650259067357536,-0.055731046931407735,-0.30780681442275826,14.81,41.85,48.05,7.69,0.36542261157035916
ADSK,-0.0805814444060905,-0.19543547575096454,-0.2511090284286156,-0.11539171187128638,2.64,239.72,246.05,4.0,0.36525766784426306
INCY,-0.037919147602632375,-0.08257794601055957,0.13242345997786753,0.5034280117531826,-23.27,92.1,70.67,6.89,0.3650056503017872
LEN,-0.09967336434722351,-0.1333015721772276,-0.2658003067237067,-0.2271221004333427,13.89,90.96,103.59,5.91,0.36470186868864174
SPG,-0.0665878239407649,-0.03702721341042803,-0.004333040807371291,0.08008567858630422,-6.91,181.53,168.99,3.97,0.36313802473938167
HSY,-0.06369143060751836,0.1408878758276344,0.13915682236913351,0.2470043896073082,-8.71,210.22,191.91,2.84,0.3630415897809679
WM,-0.07884983505070686,0.023439974659487328,0.043123328106263514,-0.010976036382717602,0.33,226.17,226.91,2.78,0.36280925730308
LUV,-0.048445408532176604,-0.047067342505430765,0.238393977415307,0.15001456452082573,-18.49,39.48,32.18,9.23,0.3619426792879886
LHX,-0.04697271759019028,0.16911789339676409,0.2077593964144817,0.6504445705637552,-20.47,348.97,277.54,3.64,0.3598305233828006
TSLA,-0.057369814651368034,-0.22672734795200677,-0.11650003545344978,0.37477013607944043,-14.51,373.8,319.55,7.38,0.359205163344385
GPN,-0.10940372997110592,-0.16014367104285365,-0.19988200589970495,-0.32013234409464586,16.44,67.81,78.96,5.41,0.3582499088904546
CMCSA,-0.09924623115577913,0.03202590860021637,-0.029769959404601365,-0.17939914163090165,10.18,28.68,31.6,5.22,0.3580134510463662
LMT,-0.06908527224217831,0.28528800444508406,0.2913470484854741,0.4062865892101237,-8.25,624.56,573.06,4.58,0.357617474887631
AMT,-0.10519611485589908,-0.034918999370313286,-0.12922886214555163,-0.19604196471149404,13.18,168.59,190.81,5.07,0.3568598174716432
MCK,-0.060784911577663525,0.0436834462729907,0.17252817466251558,0.3010030922392346,-13.86,862.5,742.95,4.7,0.3564660204430145
ADBE,-0.15189694723839775,-0.318945727646309,-0.3205055703217776,-0.3951878790929455,40.03,240.31,336.51,7.62,0.3542046414643164
STLD,-0.04132413793103473,-0.007539410555175929,0.27924611646911646,0.3556994616524929,-26.81,173.76,127.17,8.57,0.3541597591070064
ROL,-0.09417425674514546,-0.12991086167051824,-0.06509400496630036,-0.005096262740656443,5.05,52.71,55.37,3.98,0.35401207159340914
URI,-0.08669984809000986,-0.10163396707768901,-0.2024826366420771,0.15413668784043133,-0.41,739.49,736.49,6.3,0.3521841871433028
VRSK,-0.1375052420670052,-0.1564123598578071,-0.24108241082410842,-0.3648778479275331,30.07,185.1,240.76,4.29,0.35175667877522315
